,Rank,Title,Score,popularity,Members,Type,Episodes,Genre,Demographic,Start Date,End Date,Image,Link,Start Year,End Year
812,813,Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.87,3875,30868,Movie,1,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",,2010-01-01,2010-01-01,https://cdn.myanimelist.net/r/100x140/images/anime/1058/94433.jpg?s=3eb5ba44076229b0e2ae45b920341248,https://myanimelist.net/anime/4985/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_1st,2010,2010.0
813,814,Musekinin Kanchou Tylor,7.87,3043,48802,TV,26,"['Comedy', 'Sci-Fi']",,1993-01-01,1993-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/4/14898.jpg?s=4a49d0a6572930701e0b93dd980f0e6b,https://myanimelist.net/anime/569/Musekinin_Kanchou_Tylor,1993,1993.0
814,815,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.87,3403,39971,Special,1,"['Action', 'Adventure', 'Fantasy']",Shounen,2017-01-08,2017-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/10/87473.jpg?s=adbdce103517aa4f45b89a6c3a0eb507,https://myanimelist.net/anime/36215/One_Piece__Episode_of_East_Blue_-_Luffy_to_4-nin_no_Nakama_no_Daibouken,2017,2017.0
815,816,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.87,1356,166747,OVA,1,"['Adventure', 'Fantasy', 'Romance']",,2009-01-04,2009-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/12/13070.jpg?s=ea3663d32e4ea604dd8a1dc7219de2f6,https://myanimelist.net/anime/6007/Ookami_to_Koushinryou_II__Ookami_to_Kohakuiro_no_Yuuutsu,2009,2009.0
816,817,Quanzhi Gaoshou,7.87,618,362933,ONA,12,['Action'],,2017-01-04,2017-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/7/81892.jpg?s=1bbf502d730e4dff8d7a90953a914471,https://myanimelist.net/anime/33926/Quanzhi_Gaoshou,2017,2017.0
817,818,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.87,1698,125323,Movie,1,"['Action', 'Drama']",Shounen,2015-01-06,2015-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/2/72510.jpg?s=8cee8a4520bff58502a7a647d0db2c13,https://myanimelist.net/anime/23777/Shingeki_no_Kyojin_Movie_2__Jiyuu_no_Tsubasa,2015,2015.0
818,819,Terra e... (TV),7.87,2699,61178,TV,24,"['Action', 'Drama', 'Sci-Fi']",Shounen,2007-01-04,2007-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1013/117558.jpg?s=66a457b1bec1f398240cbdb743587249,https://myanimelist.net/anime/2158/Terra_e_TV,2007,2007.0
819,820,Top wo Nerae! Gunbuster,7.87,1706,124325,OVA,6,"['Action', 'Award Winning', 'Comedy', 'Drama', 'Sci-Fi']",,1988-01-10,1989-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1303/92309.jpg?s=82cc6d2289158dcd51cd6231a81797e0,https://myanimelist.net/anime/949/Top_wo_Nerae_Gunbuster,1988,1989.0
820,821,Violet Evergarden CM,7.87,7470,6281,ONA,2,['Fantasy'],,2016-01-05,2017-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1485/125509.jpg?s=778787189bdaf5411662a0aea63db404,https://myanimelist.net/anime/42166/Violet_Evergarden_CM,2016,2017.0
821,822,Zan Sayonara Zetsubou Sensei,7.87,1925,105970,TV,13,['Comedy'],Shounen,2009-01-07,2009-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/2/78774.jpg?s=1225aa1aa3ce1a8442ad4ea26093b2c8,https://myanimelist.net/anime/6377/Zan_Sayonara_Zetsubou_Sensei,2009,2009.0
822,823,Umibe no Étranger,7.86,1357,166701,Movie,1,['Boys Love'],,2020-01-09,2020-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1668/108792.jpg?s=0e472f0c2c4d0015558c4ca2a109418e,https://myanimelist.net/anime/40615/Umibe_no_Étranger,2020,2020.0
823,824,Watashi no Shiawase na Kekkon,7.86,1070,217519,TV,12,"['Drama', 'Fantasy', 'Romance']",,2023-01-07,2023-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1147/122444.jpg?s=1ffc591c63f83d374c9f9281f30530ba,https://myanimelist.net/anime/51552/Watashi_no_Shiawase_na_Kekkon,2023,2023.0
824,825,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,7.86,111,1196846,TV,12,['Drama'],,2017-01-07,2017-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/5/86830.jpg?s=261fbdbf6f702c36340603a8adfde268,https://myanimelist.net/anime/35507/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e,2017,2017.0
825,826,Beelzebub,7.86,357,586568,TV,60,"['Action', 'Comedy', 'Supernatural']",Shounen,2011-01-01,2012-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/3/28013.jpg?s=148b0c4766f418c4f173018db31acffc,https://myanimelist.net/anime/9513/Beelzebub,2011,2012.0
826,827,Carole & Tuesday,7.86,716,321268,TV,24,"['Drama', 'Sci-Fi']",,2019-01-04,2019-01-10,https://cdn.myanimelist.net/r/100x140/images/anime/1611/96157.jpg?s=31c6f369fdb2b68952a41a6d1e946549,https://myanimelist.net/anime/37435/Carole___Tuesday,2019,2019.0
827,828,Cike Wu Liuqi,7.86,2029,97642,ONA,10,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']",,2018-01-04,2018-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1620/94968.jpg?s=32baabc09a183a99bf52d4f9a35f46e6,https://myanimelist.net/anime/38409/Cike_Wu_Liuqi,2018,2018.0
828,829,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.86,6241,9845,Movie,1,"['Comedy', 'Sci-Fi']",Seinen,2001-01-04,2001-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/1824/94859.jpg?s=f5b9465fa4326823f7d438bc0fc56a27,https://myanimelist.net/anime/2450/Crayon_Shin-chan_Movie_09__Arashi_wo_Yobu_Mouretsu_Otona_Teikoku_no_Gyakushuu,2001,2001.0
829,830,Dance Dance Danseur,7.86,2290,80606,TV,11,['Drama'],Seinen,2022-01-04,2022-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1571/121381.jpg?s=c02819d860023bf5dad3454c6246f46d,https://myanimelist.net/anime/48702/Dance_Dance_Danseur,2022,2022.0
830,831,Detective Conan Movie 01: The Timed Skyscraper,7.86,2487,70451,Movie,1,"['Adventure', 'Comedy', 'Mystery']",Shounen,1997-01-04,1997-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/3/77131.jpg?s=2406a85a02b9eff5bda27d3f167bbf03,https://myanimelist.net/anime/779/Detective_Conan_Movie_01__The_Timed_Skyscraper,1997,1997.0
831,832,Douluo Dalu,7.86,4063,27777,ONA,26,"['Action', 'Adventure', 'Fantasy', 'Romance']",,2018-01-01,2018-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1438/101531.jpg?s=50f32b9ab0775890660ffed8d3e634f6,https://myanimelist.net/anime/37150/Douluo_Dalu,2018,2018.0
832,833,High☆Speed! Movie: Free! Starting Days,7.86,2124,91525,Movie,1,"['Drama', 'Sports']",,2015-01-12,2015-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/8/76967.jpg?s=df554857bd85a756720c07cc21afb8ff,https://myanimelist.net/anime/30415/High☆Speed_Movie__Free_Starting_Days,2015,2015.0
833,834,Ie Naki Ko,7.86,5214,15358,TV,51,"['Adventure', 'Drama']",Kids,1977-01-10,1978-01-10,https://cdn.myanimelist.net/r/100x140/images/anime/9/76757.jpg?s=c2a71b46d1096cd29eda645960deb1c4,https://myanimelist.net/anime/2828/Ie_Naki_Ko,1977,1978.0
834,835,InuYasha,7.86,234,779926,TV,167,"['Action', 'Adventure', 'Fantasy', 'Romance']",Shounen,2000-01-10,2004-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1589/95329.jpg?s=323ee15be52e4eb3939fafd162028afe,https://myanimelist.net/anime/249/InuYasha,2000,2004.0
835,836,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.86,3440,39089,Movie,1,"['Action', 'Adventure', 'Drama']",Seinen,2017-01-02,2017-01-02,https://cdn.myanimelist.net/r/100x140/images/anime/8/83091.jpg?s=dc25592896c83fcc699f2cdb403f6065,https://myanimelist.net/anime/34021/Lupin_the_IIIrd__Chikemuri_no_Ishikawa_Goemon,2017,2017.0
836,837,Machikado Mazoku: 2-choume,7.86,2620,64701,TV,12,"['Comedy', 'Fantasy']",,2022-01-04,2022-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1036/121135.jpg?s=d300a143f7a4f6558521d3da4e9b6c8c,https://myanimelist.net/anime/42745/Machikado_Mazoku__2-choume,2022,2022.0
837,838,Magic Kaito 1412,7.86,1726,122282,TV,24,"['Adventure', 'Comedy', 'Romance']",Shounen,2014-01-10,2015-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/3/67807.jpg?s=7bf9c3adbc6aa22aa16322e6c9fafaf9,https://myanimelist.net/anime/25517/Magic_Kaito_1412,2014,2015.0
838,839,Mignon,7.86,5169,15649,ONA,12,"['Boys Love', 'Drama', 'Romance']",,2023-01-08,2023-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/1054/137743.jpg?s=0e744f8729cd3389899ac8e8d9cde185,https://myanimelist.net/anime/49430/Mignon,2023,2023.0
839,840,New Initial D Movie: Legend 3 - Mugen,7.86,4129,26837,Movie,1,,Seinen,2016-01-02,2016-01-02,https://cdn.myanimelist.net/r/100x140/images/anime/9/76759.jpg?s=8de6d868ec4aa42eec5dce1189472f07,https://myanimelist.net/anime/30952/New_Initial_D_Movie__Legend_3_-_Mugen,2016,2016.0
840,841,Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.86,3050,48658,OVA,1,['Slice of Life'],Seinen,2016-01-09,2016-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/13/78136.jpg?s=9767ff59ad716ad2af71d4b57de4f68c,https://myanimelist.net/anime/32547/Non_Non_Biyori_Repeat__Hotaru_ga_Tanoshinda,2016,2016.0
841,842,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.86,2134,90769,Special,1,"['Adventure', 'Fantasy']",Shounen,2014-01-08,2014-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/3/64755.jpg?s=2520c752e6318e1ddd470dbd63a54278,https://myanimelist.net/anime/25161/One_Piece_3D2Y__Ace_no_shi_wo_Koete_Luffy_Nakama_Tono_Chikai,2014,2014.0
842,843,Paradise Kiss,7.86,1052,219882,TV,12,"['Drama', 'Romance']",Josei,2005-01-10,2005-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/7/80636.jpg?s=7e4827ca7eaa1397a105c09274f598f4,https://myanimelist.net/anime/322/Paradise_Kiss,2005,2005.0
843,844,Sayonara Zetsubou Sensei,7.86,668,340122,TV,12,['Comedy'],Shounen,2007-01-07,2007-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/5/6559.jpg?s=9ad47d28e5ca9f22a5f70b720470a949,https://myanimelist.net/anime/2605/Sayonara_Zetsubou_Sensei,2007,2007.0
844,845,Sekaiichi Hatsukoi OVA,7.86,2491,70213,OVA,2,['Boys Love'],,2011-01-03,2011-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/11/35863.jpg?s=97c82f080f1137301fbc4f7f877b7e4d,https://myanimelist.net/anime/8063/Sekaiichi_Hatsukoi_OVA,2011,2011.0
845,846,Lupin III vs. Detective Conan: The Movie,7.85,3819,31758,Movie,1,"['Action', 'Comedy', 'Mystery']",Shounen,2013-01-12,2013-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/4/51663.jpg?s=36ef39795bf647469c689d390e8aa15e,https://myanimelist.net/anime/18429/Lupin_III_vs_Detective_Conan__The_Movie,2013,2013.0
846,847,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,7.85,1419,157837,Special,1,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",,2022-01-03,2022-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1094/120148.jpg?s=26621b8d1bc5a0a4fee20631cd11563e,https://myanimelist.net/anime/50360/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_-_Eris_no_Goblin_Toubatsu,2022,2022.0
847,848,Noragami Aragoto OVA,7.85,911,255651,OVA,2,"['Comedy', 'Fantasy']",Shounen,2015-01-11,2016-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/11/77510.jpg?s=653f82d28617a03ad368f64f7cfed6ff,https://myanimelist.net/anime/30885/Noragami_Aragoto_OVA,2015,2016.0
848,849,Seitokai Yakuindomo* OVA,7.85,2335,78231,OVA,10,['Comedy'],Shounen,2014-01-05,2020-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/5/79008.jpg?s=abbebf3a128b087aeee5323600c8691b,https://myanimelist.net/anime/26123/Seitokai_Yakuindomo_OVA,2014,2020.0
849,850,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.85,2590,65806,Movie,1,"['Boys Love', 'Comedy', 'Drama', 'Romance']",,2014-01-03,2014-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/11/65927.jpg?s=42788b883fea1600ca1e0ac0ad7eb1a7,https://myanimelist.net/anime/20371/Sekaiichi_Hatsukoi_Movie__Yokozawa_Takafumi_no_Baai,2014,2014.0
850,851,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.85,2549,67677,Movie,1,"['Action', 'Drama']",Shounen,2018-01-01,2018-01-01,https://cdn.myanimelist.net/r/100x140/images/anime/1710/95650.jpg?s=1b994c0aa10206db29db9d329dff6dd3,https://myanimelist.net/anime/36702/Shingeki_no_Kyojin_Season_2_Movie__Kakusei_no_Houkou,2018,2018.0
851,852,Tennis no Oujisama,7.85,1270,180928,TV,178,['Sports'],Shounen,2001-01-10,2005-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/6/21624.jpg?s=75f2956ca4335ae613fe1a4ce18f9115,https://myanimelist.net/anime/22/Tennis_no_Oujisama,2001,2005.0
852,853,Tiger & Bunny,7.85,1035,224360,TV,25,"['Action', 'Comedy', 'Mystery']",,2011-01-04,2011-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/13/29466.jpg?s=183e5d27e7fc6abae884db4642fa1faf,https://myanimelist.net/anime/9941/Tiger___Bunny,2011,2011.0
853,854,Tunshi Xingkong,7.85,7228,6791,ONA,26,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,2020-01-11,2021-01-05,https://cdn.myanimelist.net/r/100x140/images/anime/1188/110437.jpg?s=cef6bae1fb71eb3c1d2b5770db7ed969,https://myanimelist.net/anime/44218/Tunshi_Xingkong,2020,2021.0
854,855,Yuru Yuri Nachuyachumi!,7.85,2443,72506,OVA,1,"['Comedy', 'Girls Love']",,2015-01-02,2015-01-02,https://cdn.myanimelist.net/r/100x140/images/anime/2/73281.jpg?s=30e4fda5c44e323322fcf54e3a73db11,https://myanimelist.net/anime/23225/Yuru_Yuri_Nachuyachumi,2015,2015.0
855,856,Detective Conan Movie 22: Zero the Enforcer,7.85,3937,29742,Movie,1,"['Action', 'Award Winning', 'Drama', 'Mystery']",,2018-01-04,2018-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/12/90104.jpg?s=fd799f4a1d6ccf9d2c2e87f64826993b,https://myanimelist.net/anime/35798/Detective_Conan_Movie_22__Zero_the_Enforcer,2018,2018.0
856,857,Detective Conan Movie 23: The Fist of Blue Sapphire,7.85,4023,28367,Movie,1,"['Action', 'Comedy', 'Drama', 'Mystery']",Shounen,2019-01-04,2019-01-04,https://cdn.myanimelist.net/r/100x140/images/anime/1010/98309.jpg?s=7d0d339c8c4f0d51fae503fb2a3811b6,https://myanimelist.net/anime/38770/Detective_Conan_Movie_23__The_Fist_of_Blue_Sapphire,2019,2019.0
857,858,Durarara!! Specials,7.85,1359,166676,Special,2,"['Action', 'Comedy', 'Supernatural']",,2010-01-08,2011-01-02,https://cdn.myanimelist.net/r/100x140/images/anime/4/28684.jpg?s=369c59c06ff58d67cfe8b07f86676322,https://myanimelist.net/anime/8408/Durarara_Specials,2010,2011.0
858,859,Hibike! Euphonium: Ensemble Contest-hen,7.85,5736,12049,Movie,1,['Drama'],,2023-01-08,2023-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/1952/135162.jpg?s=7e9db438734ced6bc0019eda6f96cb80,https://myanimelist.net/anime/51995/Hibike_Euphonium__Ensemble_Contest-hen,2023,2023.0
859,860,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85,4019,28455,TV,13,"['Comedy', 'Fantasy']",Seinen,2018-01-04,2018-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1113/92465.jpg?s=54417009860e991fe9b616f3abd12d25,https://myanimelist.net/anime/37029/Hoozuki_no_Reitetsu_2nd_Season__Sono_Ni,2018,2018.0
860,861,K-On!,7.85,143,1031476,TV,13,['Comedy'],,2009-01-04,2009-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/10/76120.jpg?s=f89800413d7636addfb22ac05297896b,https://myanimelist.net/anime/5680/K-On,2009,2009.0
861,862,K-On!!: Keikaku!,7.85,1707,124116,Special,1,['Comedy'],,2011-01-03,2011-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/7/26965.jpg?s=8fcab77575e7d9728b27680ad2db3705,https://myanimelist.net/anime/9734/K-On__Keikaku,2011,2011.0
862,863,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.84,804,290284,Movie,1,"['Drama', 'Supernatural']",,2013-01-08,2013-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/5/49993.jpg?s=95371ac3336e98133757b989cd182c78,https://myanimelist.net/anime/15039/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai_Movie,2013,2013.0
863,864,Hanasaku Iroha Movie: Home Sweet Home,7.84,2149,89729,Movie,1,['Drama'],,2013-01-03,2013-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/9/70701.jpg?s=dad72476a916fc3596e9f58ef7438ebf,https://myanimelist.net/anime/14175/Hanasaku_Iroha_Movie__Home_Sweet_Home,2013,2013.0
864,865,Hoozuki no Reitetsu OVA,7.84,5001,17209,OVA,4,"['Comedy', 'Fantasy']",Seinen,2015-01-02,2017-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1531/138993.jpg?s=c96945cfe37a0bc550df21a288c7d893,https://myanimelist.net/anime/24471/Hoozuki_no_Reitetsu_OVA,2015,2017.0
865,866,Jibaku Shounen Hanako-kun,7.84,366,573564,TV,12,['Supernatural'],Shounen,2020-01-01,2020-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1050/111687.jpg?s=721c3cb5e2269449198e4e03dbab9555,https://myanimelist.net/anime/39534/Jibaku_Shounen_Hanako-kun,2020,2020.0
866,867,K-On!: Live House!,7.84,1417,158499,Special,1,['Comedy'],,2010-01-01,2010-01-01,https://cdn.myanimelist.net/r/100x140/images/anime/9/15892.jpg?s=23c9f9a4b3a02664bab47c1dddb1d4fb,https://myanimelist.net/anime/6862/K-On__Live_House,2010,2010.0
867,868,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.84,5382,14177,OVA,1,"['Comedy', 'Drama']",,2005-01-12,2005-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/7/28863.jpg?s=bc00c3dbcdbb91f5db3b842858282e98,https://myanimelist.net/anime/429/Kaleido_Star__Legend_of_Phoenix_-_Layla_Hamilton_Monogatari,2005,2005.0
868,869,Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,7.84,559,394353,OVA,1,"['Comedy', 'Fantasy']",,2016-01-06,2016-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1649/98516.jpg?s=57118562f2fdd5d674d65ff95512e838,https://myanimelist.net/anime/32380/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Kono_Subarashii_Choker_ni_Shukufuku_wo,2016,2016.0
869,870,Magi: Sinbad no Bouken (TV),7.84,459,471429,TV,13,"['Action', 'Adventure', 'Fantasy']",Shounen,2016-01-04,2016-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/10/78783.jpg?s=f28ad54f8014e4f1f7a19734b574b028,https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV,2016,2016.0
870,871,Mahoutsukai no Yome Season 2 Part 2,7.84,2779,57854,TV,12,"['Drama', 'Fantasy', 'Romance']",Shounen,2023-01-10,,https://cdn.myanimelist.net/r/100x140/images/anime/1518/136823.jpg?s=a8d0049502f9426f2c714ad1c7d5d480,https://myanimelist.net/anime/55742/Mahoutsukai_no_Yome_Season_2_Part_2,2023,
871,872,One Piece Film: Red,7.84,1472,150584,Movie,1,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Drama', 'Fantasy']",Shounen,2022-01-08,2022-01-08,https://cdn.myanimelist.net/r/100x140/images/anime/1668/125323.jpg?s=8ffed8d0db244fbf3450aef061eb5e0e,https://myanimelist.net/anime/50410/One_Piece_Film__Red,2022,2022.0
872,873,Oniisama e...,7.84,3147,45657,TV,39,"['Drama', 'Girls Love']",Shoujo,1991-01-07,1992-01-05,https://cdn.myanimelist.net/r/100x140/images/anime/12/18531.jpg?s=a5ec5f3f47aaad9c4ce4c98eeb4073d2,https://myanimelist.net/anime/795/Oniisama_e,1991,1992.0
873,874,Seihou Bukyou Outlaw Star,7.84,1453,153157,TV,24,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Seinen,1998-01-01,1998-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/7/28848.jpg?s=0aa8401bd8fab9d3cc835d244b719ba7,https://myanimelist.net/anime/400/Seihou_Bukyou_Outlaw_Star,1998,1998.0
874,875,Sekaiichi Hatsukoi 2,7.84,1439,154911,TV,12,['Boys Love'],,2011-01-10,2011-01-12,https://cdn.myanimelist.net/r/100x140/images/anime/8/34871.jpg?s=5ca548158da6bbb7d3a7599e16594716,https://myanimelist.net/anime/11123/Sekaiichi_Hatsukoi_2,2011,2011.0
875,876,Soul Eater,7.84,63,1592188,TV,51,"['Action', 'Comedy', 'Fantasy']",Shounen,2008-01-04,2009-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/9/7804.jpg?s=423fa693a9f444723bdc597ea1941111,https://myanimelist.net/anime/3588/Soul_Eater,2008,2009.0
876,877,Trigun Stampede,7.84,1405,159991,TV,12,"['Action', 'Adventure', 'Sci-Fi']",Shounen,2023-01-01,2023-01-03,https://cdn.myanimelist.net/r/100x140/images/anime/1426/129194.jpg?s=1db324fb0bdbc9fe55cf6ef6a0794523,https://myanimelist.net/anime/52093/Trigun_Stampede,2023,2023.0
877,878,Uma Musume: Pretty Derby - Road to the Top,7.84,6102,10359,ONA,4,['Sports'],,2023-01-04,2023-01-05,https://cdn.myanimelist.net/r/100x140/images/anime/1102/135552.jpg?s=3696ec9148a146e3e18bd1a16382b742,https://myanimelist.net/anime/51761/Uma_Musume__Pretty_Derby_-_Road_to_the_Top,2023,2023.0
878,879,Urusei Yatsura 2: Beautiful Dreamer,7.84,4763,19515,Movie,1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Shounen,1984-01-02,1984-01-02,https://cdn.myanimelist.net/r/100x140/images/anime/1999/98665.jpg?s=d43c3d5f43b8e0e0711f0cbe3dd1b394,https://myanimelist.net/anime/1921/Urusei_Yatsura_2__Beautiful_Dreamer,1984,1984.0
879,880,Wan Sheng Jie,7.84,4273,25017,ONA,12,"['Comedy', 'Fantasy']",,2020-01-04,2020-01-05,https://cdn.myanimelist.net/r/100x140/images/anime/1854/106930.jpg?s=8f842634be611036f046949368a76f7b,https://myanimelist.net/anime/41611/Wan_Sheng_Jie,2020,2020.0
880,881,Yamada-kun to Lv999 no Koi wo Suru,7.84,663,341588,TV,13,['Romance'],,2023-01-04,2023-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1298/134178.jpg?s=c20bf7b42251b55a065c06e6e661f4ae,https://myanimelist.net/anime/53126/Yamada-kun_to_Lv999_no_Koi_wo_Suru,2023,2023.0
881,882,Yume-iro Pâtissière,7.84,2289,80694,TV,50,['Gourmet'],Shoujo,2009-01-10,2010-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/1076/134431.jpg?s=c1a010ed8546111f230fe01eb115b305,https://myanimelist.net/anime/6586/Yume-iro_Pâtissière,2009,2010.0
882,883,Suzumiya Haruhi no Yuuutsu,7.83,177,902583,TV,14,"['Award Winning', 'Comedy', 'Mystery', 'Sci-Fi']",,2006-01-04,2006-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1470/137929.jpg?s=c622b98763a419d53a0c7a2db5b0f62f,https://myanimelist.net/anime/849/Suzumiya_Haruhi_no_Yuuutsu,2006,2006.0
883,884,Tanaka-kun wa Itsumo Kedaruge,7.83,476,453208,TV,12,['Slice of Life'],,2016-01-04,2016-01-06,https://cdn.myanimelist.net/r/100x140/images/anime/1189/111994.jpg?s=45b647e74cf6568d72141d92f2a81a7e,https://myanimelist.net/anime/32093/Tanaka-kun_wa_Itsumo_Kedaruge,2016,2016.0
884,885,Uchouten Kazoku,7.83,1365,165364,TV,13,"['Award Winning', 'Comedy', 'Drama', 'Fantasy']",,2013-01-07,2013-01-09,https://cdn.myanimelist.net/r/100x140/images/anime/3/85433.jpg?s=adde21982b9ce8eca7cc2f9652f933a9,https://myanimelist.net/anime/17909/Uchouten_Kazoku,2013,2013.0
885,886,Yi Nian Yong Heng,7.83,5152,15804,ONA,52,"['Action', 'Comedy', 'Fantasy']",,2020-01-08,2021-01-07,https://cdn.myanimelist.net/r/100x140/images/anime/1712/108161.jpg?s=30be951906a965e7e5b3fe9c88093e38,https://myanimelist.net/anime/41923/Yi_Nian_Yong_Heng,2020,2021.0
